NRKARTY;DATAW;MASA;JEDN;FIRMA;NR_KLIENTA;NR_ODPADU;NR_MAGW
1707/0W/2008;28.03.2008;18,740;Mg.;0;2 342;702;11 108
1708/0W/2008;01.04.2008;22,380;Mg.;0;2 342;702;11 109
1709/0W/2008;01.04.2008;13,720;Mg.;0;2 342;702;11 110
1710/0W/2008;02.04.2008;20,640;Mg.;0;2 342;702;11 111
1711/0W/2008;03.04.2008;33,800;Mg.;0;2 342;702;11 112
1712/0W/2008;09.04.2008;28,300;Mg.;0;2 342;702;11 113
1713/0W/2008;11.04.2008;14,240;Mg.;0;2 342;702;11 114
1056/1W/2008;30.12.2008;45,458;Mg.;1;5 540;564;11 115
1714/0W/2008;30.12.2008;0,521;Mg.;0;6 357;70;11 116
1715/0W/2008;30.12.2008;0,000;Mg.;0;6 357;259;11 117
1716/0W/2008;30.12.2008;0,000;Mg.;0;6 357;275;11 118
1717/0W/2008;30.12.2008;0,000;Mg.;0;6 357;474;11 119
1718/0W/2008;30.12.2008;0,000;Mg.;0;6 357;476;11 120
1719/0W/2008;30.12.2008;4,452;Mg.;0;6 357;635;11 121
1720/0W/2008;30.12.2008;0,000;Mg.;0;6 357;833;11 122
1721/0W/2008;16.12.2008;50,550;Mg.;0;3 595;531;11 123
1722/0W/2008;19.12.2008;52,100;Mg.;0;3 595;531;11 124
1723/0W/2008;01.12.2008;13,390;Mg.;0;827;564;11 125
1724/0W/2008;01.12.2008;8,260;Mg.;0;827;565;11 126
1725/0W/2008;31.12.2008;120,000;Mg.;0;827;564;11 127
1726/0W/2008;31.12.2008;30,000;Mg.;0;827;565;11 128
1727/0W/2008;31.12.2008;30,000;Mg.;0;827;570;11 129
1057/1W/2008;27.11.2008;5,280;Mg.;1;1 756;570;11 130
1058/1W/2008;23.12.2008;8,260;Mg.;1;1 756;570;11 131
1059/1W/2008;30.12.2008;20,900;Mg.;1;1 756;570;11 132
1728/0W/2008;03.07.2008;100,000;Mg.;0;827;579;11 133
1729/0W/2008;31.12.2008;140,000;Mg.;0;827;579;11 134
1730/0W/2008;15.03.2008;22,720;Mg.;0;1 900;548;11 135
1731/0W/2008;10.03.2008;21,000;Mg.;0;1 900;548;11 136
1732/0W/2008;12.03.2008;21,980;Mg.;0;1 900;548;11 137
1733/0W/2008;17.03.2008;22,900;Mg.;0;1 900;548;11 138
1734/0W/2008;01.04.2008;22,960;Mg.;0;1 900;802;11 139
1735/0W/2008;10.04.2008;5,080;Mg.;0;1 900;769;11 140
1736/0W/2008;30.06.2008;19,720;Mg.;0;1 900;763;11 141
1737/0W/2008;16.04.2008;23,180;Mg.;0;1 900;548;11 142
1738/0W/2008;18.04.2008;24,500;Mg.;0;1 900;548;11 143
1739/0W/2008;23.04.2008;24,420;Mg.;0;1 900;548;11 144
1740/0W/2008;25.04.2008;19,940;Mg.;0;1 900;548;11 145
1741/0W/2008;28.04.2008;22,100;Mg.;0;1 900;548;11 146
1742/0W/2008;02.05.2008;19,760;Mg.;0;1 900;548;11 147
1743/0W/2008;05.05.2008;19,420;Mg.;0;1 900;548;11 148
1744/0W/2008;21.05.2008;24,000;Mg.;0;1 900;548;11 149
1745/0W/2008;26.05.2008;24,480;Mg.;0;1 900;548;11 150
1746/0W/2008;17.06.2008;22,300;Mg.;0;1 900;500;11 151
1747/0W/2008;27.05.2008;23,460;Mg.;0;1 900;548;11 152
1748/0W/2008;11.09.2008;14,640;Mg.;0;1 900;548;11 153
1749/0W/2008;21.08.2008;17,760;Mg.;0;1 900;554;11 154
1750/0W/2008;19.08.2008;21,660;Mg.;0;1 900;763;11 155
1751/0W/2008;26.03.2008;6,270;Mg.;0;1 900;498;11 156
1752/0W/2008;04.07.2008;13,660;Mg.;0;1 900;548;11 157
1753/0W/2008;18.08.2008;21,740;Mg.;0;1 900;802;11 158
1754/0W/2008;29.05.2008;25,060;Mg.;0;1 900;548;11 159
1755/0W/2008;04.06.2008;23,960;Mg.;0;1 900;548;11 160
1756/0W/2008;31.07.2008;24,220;Mg.;0;1 900;548;11 161
1757/0W/2008;14.04.2008;27,800;Mg.;0;2 342;702;11 162
1758/0W/2008;14.04.2008;32,640;Mg.;0;2 342;702;11 163
1759/0W/2008;14.04.2008;13,060;Mg.;0;2 342;702;11 164
1760/0W/2008;22.12.2008;15,300;Mg.;0;2 382;839;11 165
1761/0W/2008;22.12.2008;19,800;Mg.;0;2 382;839;11 166
1762/0W/2008;19.12.2008;19,580;Mg.;0;2 382;839;11 167
1763/0W/2008;18.12.2008;20,520;Mg.;0;2 382;839;11 168
1764/0W/2008;23.12.2008;18,520;Mg.;0;2 382;839;11 169
1765/0W/2008;23.12.2008;21,280;Mg.;0;2 382;839;11 170
1766/0W/2008;29.12.2008;10,460;Mg.;0;2 382;839;11 171
1767/0W/2008;29.12.2008;10,400;Mg.;0;2 382;839;11 172
1768/0W/2008;21.03.2008;9,060;Mg.;0;2 342;710;11 173
1769/0W/2008;26.03.2008;8,900;Mg.;0;2 342;710;11 174
1770/0W/2008;27.03.2008;9,400;Mg.;0;2 342;710;11 175
1771/0W/2008;28.03.2008;13,740;Mg.;0;2 342;710;11 176
1772/0W/2008;28.03.2008;10,140;Mg.;0;2 342;710;11 177
1773/0W/2008;28.03.2008;15,800;Mg.;0;2 342;710;11 178
1774/0W/2008;31.03.2008;12,560;Mg.;0;2 342;710;11 179
1775/0W/2008;01.04.2008;15,840;Mg.;0;2 342;710;11 180
1776/0W/2008;02.04.2008;16,140;Mg.;0;2 342;710;11 181
1777/0W/2008;07.04.2008;5,180;Mg.;0;2 342;710;11 182
1778/0W/2008;09.04.2008;10,040;Mg.;0;2 342;710;11 183
1779/0W/2008;14.04.2008;4,300;Mg.;0;2 342;710;11 184
1780/0W/2008;15.04.2008;11,580;Mg.;0;2 342;710;11 185
1781/0W/2008;19.04.2008;4,420;Mg.;0;2 342;710;11 186
1782/0W/2008;29.04.2008;6,540;Mg.;0;2 342;710;11 187
1783/0W/2008;08.05.2008;6,580;Mg.;0;2 342;710;11 188
1784/0W/2008;12.05.2008;8,280;Mg.;0;2 342;710;11 189
1060/1W/2008;03.12.2008;23,640;Mg.;1;4 435;564;11 190
1061/1W/2008;11.12.2008;54,560;Mg.;1;4 435;564;11 191
1062/1W/2008;11.12.2008;21,960;Mg.;1;4 435;564;11 192
1063/1W/2008;12.12.2008;24,200;Mg.;1;4 435;564;11 193
1064/1W/2008;17.12.2008;6,880;Mg.;1;6 118;579;11 194
1065/1W/2008;18.12.2008;4,890;Mg.;1;6 118;579;11 195
1785/0W/2008;01.08.2008;24,000;Mg.;0;1 900;548;11 196
1786/0W/2008;04.08.2008;24,340;Mg.;0;1 900;548;11 197
1787/0W/2008;06.08.2008;22,560;Mg.;0;1 900;548;11 198
1788/0W/2008;01.09.2008;22,080;Mg.;0;1 900;500;11 199
1789/0W/2008;15.11.2008;23,940;Mg.;0;1 900;542;11 200
1790/0W/2008;11.08.2008;8,260;Mg.;0;1 900;548;11 201
1791/0W/2008;20.06.2008;24,440;Mg.;0;1 900;500;11 202
1792/0W/2008;11.08.2008;15,120;Mg.;0;1 900;548;11 203
1793/0W/2008;19.08.2008;4,890;Mg.;0;1 900;363;11 204
1794/0W/2008;26.06.2008;10,030;Mg.;0;6 357;567;11 205
1795/0W/2008;15.05.2008;12,590;Mg.;0;6 357;567;11 206
1796/0W/2008;30.04.2008;6,550;Mg.;0;6 357;567;11 207
1797/0W/2008;11.04.2008;5,360;Mg.;0;6 357;567;11 208
1798/0W/2008;04.07.2008;3,740;Mg.;0;6 357;567;11 209
1799/0W/2008;29.09.2008;0,970;Mg.;0;6 357;567;11 210
1800/0W/2008;15.10.2008;3,310;Mg.;0;6 357;567;11 211
2/0W/2009;21.01.2009;0,000;Mg.;0;2 001;839;11 212
1801/0W/2008;10.06.2008;32,240;Mg.;0;2 001;839;11 213
1802/0W/2008;10.06.2008;29,420;Mg.;0;2 001;839;11 214
1803/0W/2008;23.06.2008;31,060;Mg.;0;2 001;839;11 215
1804/0W/2008;23.06.2008;30,580;Mg.;0;2 001;839;11 216
1805/0W/2008;25.06.2008;30,480;Mg.;0;2 001;839;11 217
1806/0W/2008;26.06.2008;32,020;Mg.;0;2 001;839;11 218
1807/0W/2008;27.06.2008;31,960;Mg.;0;2 001;839;11 219
1808/0W/2008;28.06.2008;32,700;Mg.;0;2 001;839;11 220
1809/0W/2008;30.06.2008;26,080;Mg.;0;2 001;839;11 221
1810/0W/2008;08.01.2008;17,850;Mg.;0;1 222;405;11 222
1811/0W/2008;22.01.2008;9,800;Mg.;0;1 222;405;11 223
1812/0W/2008;06.02.2008;14,370;Mg.;0;1 222;405;11 224
1813/0W/2008;06.03.2008;9,500;Mg.;0;1 222;405;11 225
1814/0W/2008;10.04.2008;15,000;Mg.;0;1 222;405;11 226
1815/0W/2008;09.05.2008;12,300;Mg.;0;1 222;405;11 227
1816/0W/2008;08.07.2008;10,150;Mg.;0;1 222;405;11 228
1817/0W/2008;25.07.2008;6,850;Mg.;0;1 222;405;11 229
1818/0W/2008;18.08.2008;10,100;Mg.;0;1 222;405;11 230
1819/0W/2008;31.10.2008;14,800;Mg.;0;1 222;405;11 231
1820/0W/2008;18.11.2008;12,600;Mg.;0;1 222;405;11 232
1821/0W/2008;02.12.2008;13,500;Mg.;0;1 222;405;11 233
1822/0W/2008;08.01.2008;24,020;Mg.;0;5 760;702;11 234
3/0W/2009;21.01.2009;0,000;Mg.;0;5 760;702;11 235
4/0W/2009;21.01.2009;0,000;Mg.;0;2 342;702;11 236
1823/0W/2008;21.01.2008;15,200;Mg.;0;2 342;702;11 237
1824/0W/2008;16.04.2008;33,900;Mg.;0;2 342;702;11 238
1825/0W/2008;26.05.2008;1,520;Mg.;0;2 342;710;11 239
1826/0W/2008;30.05.2008;11,640;Mg.;0;2 342;710;11 240
1827/0W/2008;05.06.2008;8,840;Mg.;0;2 342;710;11 241
1828/0W/2008;06.06.2008;5,740;Mg.;0;2 342;710;11 242
1829/0W/2008;17.06.2008;9,500;Mg.;0;2 342;710;11 243
1830/0W/2008;19.06.2008;9,360;Mg.;0;2 342;710;11 244
1831/0W/2008;20.06.2008;5,560;Mg.;0;2 342;710;11 245
1832/0W/2008;26.06.2008;12,120;Mg.;0;2 342;710;11 246
1833/0W/2008;27.06.2008;5,460;Mg.;0;2 342;710;11 247
1834/0W/2008;28.06.2008;11,540;Mg.;0;2 342;710;11 248
1835/0W/2008;09.07.2008;10,160;Mg.;0;2 342;710;11 249
1836/0W/2008;09.07.2008;4,400;Mg.;0;2 342;710;11 250
1837/0W/2008;09.07.2008;9,020;Mg.;0;2 342;710;11 251
1838/0W/2008;10.07.2008;4,360;Mg.;0;2 342;710;11 252
1839/0W/2008;11.07.2008;13,120;Mg.;0;2 342;710;11 253
1840/0W/2008;14.07.2008;11,860;Mg.;0;2 342;710;11 254
1841/0W/2008;14.07.2008;8,220;Mg.;0;2 342;710;11 255
1842/0W/2008;14.07.2008;6,160;Mg.;0;2 342;710;11 256
1843/0W/2008;14.07.2008;14,100;Mg.;0;2 342;710;11 257
1844/0W/2008;14.07.2008;14,360;Mg.;0;2 342;710;11 258
1845/0W/2008;15.07.2008;9,900;Mg.;0;2 342;710;11 259
1846/0W/2008;15.07.2008;17,720;Mg.;0;2 342;710;11 260
1847/0W/2008;15.07.2008;11,560;Mg.;0;5 760;710;11 261
1848/0W/2008;16.07.2008;12,180;Mg.;0;5 760;710;11 262
1849/0W/2008;16.07.2008;6,720;Mg.;0;5 760;710;11 263
1850/0W/2008;16.07.2008;13,400;Mg.;0;5 760;710;11 264
1851/0W/2008;16.07.2008;9,260;Mg.;0;5 760;710;11 265
5/0W/2009;09.06.2009;0,000;Mg.;0;2 342;671;11 266
1852/0W/2008;09.06.2008;7,060;Mg.;0;2 342;671;11 267
1853/0W/2008;30.04.2008;21,120;Mg.;0;2 342;702;11 268
1854/0W/2008;04.07.2008;9,440;Mg.;0;2 342;671;11 269
1855/0W/2008;17.07.2008;9,980;Mg.;0;2 342;710;11 270
1856/0W/2008;17.07.2008;13,120;Mg.;0;2 342;710;11 271
1857/0W/2008;17.07.2008;13,880;Mg.;0;2 342;710;11 272
1858/0W/2008;17.07.2008;12,960;Mg.;0;2 342;710;11 273
1859/0W/2008;18.07.2008;4,140;Mg.;0;2 342;710;11 274
1860/0W/2008;19.06.2008;11,700;Mg.;0;2 342;405;11 275
1861/0W/2008;19.06.2008;7,660;Mg.;0;2 342;405;11 276
1862/0W/2008;20.06.2008;11,060;Mg.;0;2 342;405;11 277
1863/0W/2008;20.06.2008;5,340;Mg.;0;2 342;405;11 278
1864/0W/2008;20.06.2008;12,780;Mg.;0;2 342;405;11 279
1865/0W/2008;20.06.2008;13,640;Mg.;0;2 342;405;11 280
1866/0W/2008;21.06.2008;8,800;Mg.;0;2 342;710;11 281
1867/0W/2008;22.06.2008;4,520;Mg.;0;2 342;710;11 282
1868/0W/2008;24.07.2008;3,600;Mg.;0;2 342;710;11 283
1869/0W/2008;26.07.2008;2,880;Mg.;0;2 342;710;11 284
1870/0W/2008;26.07.2008;11,380;Mg.;0;2 342;710;11 285
1871/0W/2008;29.07.2008;6,760;Mg.;0;2 342;710;11 286
1872/0W/2008;30.07.2008;7,440;Mg.;0;2 342;710;11 287
1873/0W/2008;31.07.2008;4,040;Mg.;0;2 342;710;11 288
1874/0W/2008;01.08.2008;7,840;Mg.;0;2 342;710;11 289
1875/0W/2008;02.08.2008;4,140;Mg.;0;2 342;710;11 290
1876/0W/2008;02.08.2008;3,800;Mg.;0;2 342;710;11 291
1877/0W/2008;07.08.2008;3,440;Mg.;0;2 342;710;11 292
1878/0W/2008;04.07.2008;6,000;Mg.;0;2 342;671;11 293
1879/0W/2008;18.07.2008;5,640;Mg.;0;2 342;710;11 294
1880/0W/2008;13.08.2008;7,900;Mg.;0;2 342;710;11 295
1881/0W/2008;14.08.2008;5,900;Mg.;0;2 342;710;11 296
1882/0W/2008;19.08.2008;6,320;Mg.;0;2 342;710;11 297
1883/0W/2008;21.08.2008;6,260;Mg.;0;2 342;710;11 298
1884/0W/2008;04.01.2008;2,400;Mg.;0;2 342;891;11 299
1885/0W/2008;09.01.2008;15,880;Mg.;0;2 342;891;11 300
1886/0W/2008;10.01.2008;4,160;Mg.;0;2 342;891;11 301
1887/0W/2008;11.01.2008;11,360;Mg.;0;2 342;891;11 302
1888/0W/2008;11.01.2008;11,220;Mg.;0;2 342;891;11 303
1889/0W/2008;11.01.2008;12,920;Mg.;0;2 342;891;11 304
1890/0W/2008;14.01.2008;13,200;Mg.;0;2 342;891;11 305
1891/0W/2008;16.01.2008;11,340;Mg.;0;2 342;891;11 306
1892/0W/2008;03.10.2008;10,980;Mg.;0;2 342;702;11 307
1893/0W/2008;08.10.2008;8,840;Mg.;0;2 342;702;11 308
1894/0W/2008;17.10.2008;8,400;Mg.;0;2 342;702;11 309
1066/1W/2008;20.11.2008;4,400;Mg.;1;4 600;565;11 310
1067/1W/2008;09.12.2008;2,900;Mg.;1;4 600;565;11 311
1895/0W/2008;14.01.2008;15,840;Mg.;0;2 342;891;11 312
1896/0W/2008;16.10.2008;15,660;Mg.;0;2 342;702;11 313
1897/0W/2008;09.10.2008;13,340;Mg.;0;2 342;702;11 314
264/0W/2009;16.04.2009;58,800;Mg.;0;1 494;531;11 935
1898/0W/2008;09.12.2008;7,640;Mg.;0;2 342;702;11 315
1899/0W/2008;03.07.2008;7,280;Mg.;0;2 342;405;11 316
1900/0W/2008;25.08.2008;10,660;Mg.;0;2 342;710;11 317
1901/0W/2008;26.08.2008;9,180;Mg.;0;2 342;710;11 318
1902/0W/2008;14.09.2008;22,600;Mg.;0;1 900;763;11 319
1903/0W/2008;03.11.2008;24,820;Mg.;0;1 900;547;11 320
1904/0W/2008;29.08.2008;8,420;Mg.;0;2 342;710;11 321
1905/0W/2008;02.09.2008;2,940;Mg.;0;2 342;710;11 322
1906/0W/2008;03.09.2008;6,760;Mg.;0;2 342;710;11 323
1907/0W/2008;10.09.2008;10,840;Mg.;0;2 342;710;11 324
1908/0W/2008;10.09.2008;11,320;Mg.;0;2 342;710;11 325
1909/0W/2008;11.09.2008;7,720;Mg.;0;2 342;710;11 326
1910/0W/2008;02.10.2008;37 966,000;Szt.;0;194;604;11 327
1911/0W/2008;02.10.2008;43 311,000;Szt.;0;194;604;11 328
1912/0W/2008;17.10.2008;11 178,000;Szt.;0;194;604;11 329
1913/0W/2008;17.10.2008;3 528,000;Szt.;0;194;604;11 330
1914/0W/2008;27.10.2008;10 500,000;Szt.;0;194;604;11 331
1915/0W/2008;27.10.2008;22 500,000;Szt.;0;194;604;11 332
1916/0W/2008;29.10.2008;50 588,000;Szt.;0;194;604;11 333
1917/0W/2008;29.10.2008;42 750,000;Szt.;0;194;604;11 334
1918/0W/2008;27.10.2008;19 493,000;Szt.;0;6 546;604;11 335
1919/0W/2008;07.11.2008;11 704,000;Szt.;0;194;604;11 336
1920/0W/2008;07.11.2008;1 500,000;Szt.;0;194;604;11 337
1921/0W/2008;24.11.2008;41 830,000;Szt.;0;194;604;11 338
1922/0W/2008;24.11.2008;31 515,000;Szt.;0;194;604;11 339
1923/0W/2008;27.11.2008;3 400,000;Szt.;0;6 546;604;11 340
1924/0W/2008;12.11.2008;20 100,000;Szt.;0;3 740;604;11 341
1925/0W/2008;22.12.2008;27 500,000;Szt.;0;194;604;11 342
1926/0W/2008;16.12.2008;48 690,000;Szt.;0;194;604;11 343
1927/0W/2008;11.12.2008;55 301,000;Szt.;0;194;604;11 344
1928/0W/2008;04.12.2008;5 954,000;Szt.;0;194;604;11 345
1929/0W/2008;31.10.2008;51,300;Mg.;0;3 595;531;11 346
1930/0W/2008;29.12.2008;54,300;Mg.;0;3 595;531;11 347
1068/1W/2008;31.12.2008;0,664;Mg.;1;2 363;564;11 348
1069/1W/2008;31.12.2008;1,480;Mg.;1;2 363;565;11 349
1070/1W/2008;02.12.2008;1,400;Mg.;1;2 001;579;11 350
1071/1W/2008;02.12.2008;11,560;Mg.;1;6 004;564;11 351
1931/0W/2008;31.03.2008;17,300;Mg.;0;2 342;671;11 352
1932/0W/2008;09.06.2008;0,000;Mg.;0;2 342;671;11 353
1072/1W/2008;10.10.2008;0,851;Mg.;1;5 799;565;11 354
1073/1W/2008;17.12.2008;44,620;Mg.;1;6 043;564;11 355
1933/0W/2008;11.09.2008;7,760;Mg.;0;5 760;710;11 356
1934/0W/2008;18.09.2008;10,640;Mg.;0;5 760;710;11 357
6/0W/2009;03.07.2009;0,000;Mg.;0;5 760;405;11 358
1935/0W/2008;22.09.2008;9,480;Mg.;0;5 760;710;11 359
1936/0W/2008;22.09.2008;6,340;Mg.;0;5 760;710;11 360
1937/0W/2008;03.07.2008;6,260;Mg.;0;5 760;405;11 361
1938/0W/2008;23.09.2008;4,660;Mg.;0;5 760;710;11 362
1939/0W/2008;24.09.2008;10,920;Mg.;0;5 760;710;11 363
1940/0W/2008;09.12.2008;8,740;Mg.;0;5 760;702;11 364
1941/0W/2008;09.12.2008;9,160;Mg.;0;5 760;702;11 365
1942/0W/2008;25.09.2008;7,340;Mg.;0;5 760;710;11 366
1943/0W/2008;25.09.2008;6,660;Mg.;0;5 760;710;11 367
1944/0W/2008;25.09.2008;7,040;Mg.;0;5 760;710;11 368
1945/0W/2008;26.09.2008;6,260;Mg.;0;5 760;710;11 369
1946/0W/2008;26.09.2008;4,400;Mg.;0;5 760;710;11 370
1074/1W/2008;03.10.2008;8,500;Mg.;1;2 363;564;11 371
1075/1W/2008;20.03.2008;1,240;Mg.;1;2 363;565;11 372
1076/1W/2008;25.06.2008;31,580;Mg.;1;2 363;570;11 373
1947/0W/2008;10.07.2008;19,580;Mg.;0;2 382;839;11 374
1077/1W/2008;31.12.2008;0,245;Mg.;1;2 363;566;11 375
1078/1W/2008;31.12.2008;0,450;Mg.;1;2 363;567;11 376
1079/1W/2008;31.12.2008;0,375;Mg.;1;2 363;568;11 377
7/0W/2009;12.02.2009;6,560;Mg.;0;655;626;11 378
8/0W/2009;30.01.2009;4,580;Mg.;0;827;565;11 379
9/0W/2009;30.01.2009;9,030;Mg.;0;827;564;11 380
1/1W/2009;23.01.2009;2,000;Mg.;1;2 001;579;11 382
1948/0W/2008;26.09.2008;5,220;Mg.;0;2 342;710;11 381
2/1W/2009;08.01.2009;11,300;Mg.;1;1 756;570;11 383
3/1W/2009;09.01.2009;20,340;Mg.;1;1 756;570;11 384
4/1W/2009;09.01.2009;13,940;Mg.;1;1 756;570;11 385
5/1W/2009;09.01.2009;18,540;Mg.;1;1 756;570;11 386
6/1W/2009;09.01.2009;13,740;Mg.;1;1 756;570;11 387
7/1W/2009;13.01.2009;11,040;Mg.;1;1 756;570;11 388
8/1W/2009;13.01.2009;15,980;Mg.;1;1 756;570;11 389
9/1W/2009;13.01.2009;8,990;Mg.;1;1 756;570;11 390
10/1W/2009;14.01.2009;5,180;Mg.;1;1 756;570;11 391
11/1W/2009;14.01.2009;10,680;Mg.;1;1 756;570;11 392
12/1W/2009;14.01.2009;13,800;Mg.;1;1 756;570;11 393
13/1W/2009;15.01.2009;8,860;Mg.;1;1 756;570;11 394
14/1W/2009;16.01.2009;29,640;Mg.;1;1 756;570;11 395
15/1W/2009;16.01.2009;11,480;Mg.;1;1 756;570;11 396
16/1W/2009;17.01.2009;36,300;Mg.;1;1 756;570;11 397
17/1W/2009;19.01.2009;18,370;Mg.;1;1 756;570;11 398
18/1W/2009;19.01.2009;15,700;Mg.;1;1 756;570;11 399
19/1W/2009;20.01.2009;8,040;Mg.;1;1 756;570;11 400
20/1W/2009;21.01.2009;12,680;Mg.;1;1 756;570;11 401
21/1W/2009;22.01.2009;18,420;Mg.;1;1 756;570;11 402
22/1W/2009;26.01.2009;21,500;Mg.;1;1 756;570;11 403
23/1W/2009;27.01.2009;17,100;Mg.;1;1 756;570;11 404
24/1W/2009;28.01.2009;17,240;Mg.;1;1 756;570;11 405
25/1W/2009;30.01.2009;18,300;Mg.;1;5 586;579;11 406
26/1W/2009;12.02.2009;17,700;Mg.;1;1 889;579;11 407
27/1W/2009;07.01.2009;4,890;Mg.;1;6 118;579;11 408
28/1W/2009;09.01.2009;5,640;Mg.;1;6 118;579;11 409
29/1W/2009;12.01.2009;7,140;Mg.;1;6 118;579;11 410
30/1W/2009;14.01.2009;5,382;Mg.;1;6 118;579;11 411
31/1W/2009;19.01.2009;6,420;Mg.;1;6 118;579;11 412
32/1W/2009;19.01.2009;7,340;Mg.;1;6 118;579;11 413
33/1W/2009;21.01.2009;8,160;Mg.;1;6 118;579;11 414
34/1W/2009;26.01.2009;6,200;Mg.;1;6 118;579;11 415
35/1W/2009;27.01.2009;4,201;Mg.;1;6 118;579;11 416
36/1W/2009;29.01.2009;6,040;Mg.;1;6 118;579;11 417
37/1W/2009;03.02.2009;4,850;Mg.;1;6 118;579;11 418
38/1W/2009;03.02.2009;6,440;Mg.;1;6 118;579;11 419
39/1W/2009;09.02.2009;9,650;Mg.;1;6 118;579;11 420
40/1W/2009;10.02.2009;2,040;Mg.;1;6 118;579;11 421
10/0W/2009;12.02.2009;7,690;Mg.;0;4 059;831;11 422
41/1W/2009;12.01.2009;7,160;Mg.;1;7 240;565;11 423
42/1W/2009;21.01.2009;8,060;Mg.;1;7 240;565;11 424
43/1W/2009;05.01.2009;6,590;Mg.;1;1 763;565;11 425
44/1W/2009;06.01.2009;5,040;Mg.;1;1 763;565;11 426
11/0W/2009;12.02.2009;0,330;Mg.;0;4 059;831;11 427
45/1W/2009;29.01.2009;6,120;Mg.;1;1 763;565;11 428
46/1W/2009;11.02.2009;4,080;Mg.;1;1 763;565;11 429
47/1W/2009;14.01.2009;3,950;Mg.;1;5 799;565;11 430
48/1W/2009;06.02.2009;1,440;Mg.;1;2 195;565;11 431
1/2W/2009;12.02.2009;7,690;Mg.;2;905;831;11 432
12/0W/2009;16.02.2009;25,000;Mg.;0;827;564;11 433
2/2W/2009;16.02.2009;0,000;Mg.;2;4 125;592;11 434
49/1W/2009;06.01.2009;22,720;Mg.;1;6 827;570;11 435
50/1W/2009;07.01.2009;14,240;Mg.;1;6 827;570;11 436
51/1W/2009;16.01.2009;6,140;Mg.;1;6 827;570;11 437
52/1W/2009;23.01.2009;8,800;Mg.;1;6 827;570;11 438
13/0W/2009;10.01.2009;39,700;Mg.;0;827;570;11 439
14/0W/2009;16.02.2009;48,350;Mg.;0;827;570;11 440
53/1W/2009;26.01.2009;17,660;Mg.;1;6 827;570;11 441
54/1W/2009;28.01.2009;4,280;Mg.;1;6 827;570;11 442
55/1W/2009;30.01.2009;23,500;Mg.;1;6 827;570;11 443
56/1W/2009;02.02.2009;5,160;Mg.;1;6 827;570;11 444
1949/0W/2008;16.01.2008;12,780;Mg.;0;2 342;891;11 445
1950/0W/2008;30.09.2008;7,660;Mg.;0;2 342;710;11 446
1951/0W/2008;29.09.2008;16,680;Mg.;0;2 342;710;11 447
1952/0W/2008;01.10.2008;8,040;Mg.;0;2 342;710;11 448
1953/0W/2008;04.07.2008;11,300;Mg.;0;2 342;405;11 449
1954/0W/2008;09.07.2008;6,620;Mg.;0;2 342;405;11 450
1955/0W/2008;19.07.2008;13,160;Mg.;0;2 342;405;11 451
1956/0W/2008;19.09.2008;7,000;Mg.;0;2 342;405;11 452
1957/0W/2008;01.10.2008;8,200;Mg.;0;2 342;405;11 453
1958/0W/2008;14.10.2008;13,280;Mg.;0;2 342;405;11 454
1959/0W/2008;25.11.2008;5,920;Mg.;0;2 342;405;11 455
1960/0W/2008;27.12.2008;15,680;Mg.;0;2 342;405;11 456
1961/0W/2008;20.10.2008;6,180;Mg.;0;2 342;710;11 457
1962/0W/2008;06.10.2008;15,420;Mg.;0;2 342;710;11 458
1963/0W/2008;07.10.2008;13,180;Mg.;0;2 342;710;11 459
1964/0W/2008;07.10.2008;13,760;Mg.;0;2 342;710;11 460
1965/0W/2008;09.10.2008;10,640;Mg.;0;2 342;710;11 461
1966/0W/2008;22.10.2008;6,760;Mg.;0;2 342;710;11 462
1967/0W/2008;22.10.2008;7,040;Mg.;0;2 342;710;11 463
1968/0W/2008;29.10.2008;4,540;Mg.;0;2 342;710;11 464
1969/0W/2008;28.10.2008;7,280;Mg.;0;2 342;710;11 465
1970/0W/2008;27.10.2008;4,600;Mg.;0;2 342;710;11 466
1971/0W/2008;24.10.2008;13,040;Mg.;0;2 342;710;11 467
1972/0W/2008;31.10.2008;7,720;Mg.;0;2 342;710;11 468
1973/0W/2008;18.01.2008;9,500;Mg.;0;2 342;891;11 469
1974/0W/2008;04.11.2008;9,760;Mg.;0;2 342;710;11 470
1975/0W/2008;06.11.2008;6,660;Mg.;0;2 342;710;11 471
1976/0W/2008;12.11.2008;9,660;Mg.;0;2 342;710;11 472
1977/0W/2008;14.11.2008;8,540;Mg.;0;2 342;710;11 473
1978/0W/2008;17.11.2008;6,880;Mg.;0;2 342;710;11 474
1979/0W/2008;18.11.2008;4,620;Mg.;0;2 342;710;11 475
1980/0W/2008;20.11.2008;17,600;Mg.;0;2 342;710;11 476
1981/0W/2008;21.11.2008;7,780;Mg.;0;2 342;710;11 477
1982/0W/2008;21.11.2008;12,400;Mg.;0;2 342;710;11 478
1983/0W/2008;26.11.2008;4,800;Mg.;0;2 342;710;11 479
1984/0W/2008;27.11.2008;6,220;Mg.;0;2 342;710;11 480
57/1W/2009;26.01.2009;1,870;Mg.;1;1 762;565;11 481
58/1W/2009;27.01.2009;6,120;Mg.;1;1 756;570;11 482
59/1W/2009;27.01.2009;10,980;Mg.;1;1 756;570;11 483
60/1W/2009;28.01.2009;7,300;Mg.;1;1 756;570;11 484
61/1W/2009;11.02.2009;3,020;Mg.;1;6 118;579;11 485
