NAZWA_SKROCONA;MIEJSCOWOSC;ULICA;NR_KLIENTA
GORZ”W6891;GORZ”W;M£Y—SKA;6†891
GORZ”W6892;GORZ”W;MYåLIBORSKA;6†892
B DARGOWO-BARLINEK6893;B DARGOWO-BARLINEK;;6†893
TRZECIEWNICA6894;TRZECIEWNICA;SPACEROWA;6†894
SZCZECIN6898;SZCZECIN;26 KWIETNIA;6†898
£UBOWO-GNIEZNO6899;£UBOWO-GNIEZNO;;6†899
GNIEZNO6900;GNIEZNO;PARKOWA;6†900
IZABELIN6901;IZABELIN;;6†901
Z£AWIEå WIELKA6902;Z£AWIEå WIELKA;Z£AWIEå WIELKA;6†902
GORZ”W WLKP.6904;GORZ”W WLKP.;WSCHODNIA;6†904
GORZ”W WLKP.6905;GORZ”W WLKP.;ØWIROWA;6†905
PYRZYCE6906;PYRZYCE;£OZICE;6†906
SUSZ6907;SUSZ;SUCHARSKIEGO;6†907
ZIELENIEWO6909;ZIELENIEWO;GRANITOWA;6†909
ØUØO£Y6910;ØUØO£Y;10;6†910
GRUDZI•DZ6911;GRUDZI•DZ;CHE£MI—SKA;6†911
NAK£O6912;NAK£O;NA£KOWSKIEJ 11;6†912
BYDGOSZCZ6913;BYDGOSZCZ;WYSZOGRODZKA;6†913
BYDGOSZCZ6914;BYDGOSZCZ;AZBESTOWA;6†914
D BNO6915;D BNO;POPRZECZNA;6†915
KORONOWO- WILCZE6916;KORONOWO- WILCZE;;6†916
CHRZAN”W6917;CHRZAN”W;KROCZYMIECH;6†917
NOWA BUK”WKA K.W-WY6918;NOWA BUK”WKA K.W-WY;RUMIANKOWA;6†918
MARUSZA- GRUDZI•DZ6919;MARUSZA- GRUDZI•DZ;;6†919
PAS£ K6920;PAS£ K;OGRODOWA;6†920
POZNA—6921;POZNA—;KACZA;6†921
TCZEW6922;TCZEW;NORWIDA;6†922
PSZCZ”£KI6923;PSZCZ”£KI;RATAJA;6†923
BRODNICA6924;BRODNICA;PODG”RNA;6†924
£”DZ6925;£”DZ;KACZE—COWA;6†925
BYDGOSZCZ6927;BYDGOSZCZ;FABRYCZNA;6†927
JEZIORKI KOSZTOWSKIE6928;JEZIORKI KOSZTOWSKIE;;6†928
STARGARD SZCZECI—SKI6929;STARGARD SZCZECI—SKI;OKRZEI;6†929
åWIECIE6931;åWIECIE;WIELKI KONOPAT;6†931
WEJHEROWO6932;WEJHEROWO;PRZEMYS£OWA;6†932
KOSTRZYN6934;KOSTRZYN;ØNIWNA;6†934
L BORK6935;L BORK;GLINIANA;6†935
L BORK6936;L BORK;ROSZARNICZA;6†936
KIE£PINO6937;KIE£PINO;D£UGA;6†937
BIA£E B£OTA6938;BIA£E B£OTA;GRONOWA;6†938
SIERPC6941;SIERPC;POZIOMKOWA;6†941
SIERPC6942;SIERPC;INSTALATOR”W;6†942
BYDGOSZCZ6943;BYDGOSZCZ;O£OWIANA;6†943
GDYNIA6946;GDYNIA;SPOKOJNA 28;6†946
WARSZAWA6951;WARSZAWA;GARAØOWA;6†951
TORUN6687;TORUN;BRONIEWSKIEGO;6†687
NAK£O6688;NAK£O;7-LUTEGO;6†688
NAK£O6689;NAK£O;MA£OCIN;6†689
GDYNIA6690;GDYNIA;HUTNICZA;6†690
KROBIA-TORU—6691;KROBIA-TORU—;OSIEDLOWA;6†691
SZCZECIN6692;SZCZECIN;REDUTY ORDONA;6†692
BYDGOSZCZ6693;BYDGOSZCZ;KS.J.SCHULZA;6†693
GDYNIA6694;GDYNIA;JANKA WIåNIEWSKIEGO;6†694
OLSZTYN6695;OLSZTYN;LUBELSKA;6†695
BRODNICA6696;BRODNICA;D£UGA;6†696
SZCZECIN6697;SZCZECIN;GOLISZA;6†697
ST ØYCA6698;ST ØYCA;DELOWO;6†698
RYPIN6699;RYPIN;POLNA;6†699
TOTU—6700;TOTU—;R”WNINNA;6†700
KO£O7999;KO£O;LEåNICA;7†999
P ZINO6701;P ZINO;BARZKOWICE;6†701
BRZOZA6702;BRZOZA;BYDGOSKA;6†702
BYDGOSZCZ6703;BYDGOSZCZ;S£UPSKICH;6†703
BYDGOSZCZ6704;BYDGOSZCZ;KIJOWSKA;6†704
ØNIN6705;ØNIN;K.JANICKIEGO;6†705
WARSZAWA6706;WARSZAWA;ELBL•SKA;6†706
DOMANI”W6707;DOMANI”W;WIERZBNO;6†707
BYDGOSZCZ6708;BYDGOSZCZ;KAMPINOWSKA;6†708
BUKOWIEC6709;BUKOWIEC;BUDY—;6†709
PI£A6710;PI£A;åNIADECKICH;6†710
SZCZECIN6711;SZCZECIN;NARUTOWICZA;6†711
DAR£OWO6712;DAR£OWO;ZWYCI STWA;6†712
GRUDZI•DZ6713;GRUDZI•DZ;FOCHA;6†713
åWINOUJåCIE6714;åWINOUJåCIE;MOSTOWA;6†714
ØUKOWO6715;ØUKOWO;NOWOWIEJSKA;6†715
STOSZOWICE6716;STOSZOWICE;;6†716
RUMIA6717;RUMIA;LESZKA BIA£EGO;6†717
W•GROWIEC6718;W•GROWIEC;KWIATOWA;6†718
KORONOWO6719;KORONOWO;KOTOMIERSKA;6†719
BYDGOSZCZ6720;BYDGOSZCZ;BOCZNA;6†720
PI£A6721;PI£A;CHODKIEWICZA;6†721
RADOMSKO6722;RADOMSKO;SKOCZY—SKIEGO;6†722
PI£A6723;PI£A;KOåCIUSZKI;6†723
STRZELNO6724;STRZELNO;PLAC DASZY—SKIEGO;6†724
NAK£O NAD NOTECI•6725;NAK£O NAD NOTECI•;MICKIEWICZA;6†725
L DYCZEK K. Z£OTOWA6726;L DYCZEK K. Z£OTOWA;20 LUTEGO;6†726
KOØMIN WILEKOPOLSKI6727;KOØMIN WILEKOPOLSKI;PRZEMYS£OWA;6†727
DOBRZY—6728;DOBRZY—;SZPIEGOWO;6†728
WARSZAWA6729;WARSZAWA;PO£CZY—SKA;6†729
BYDGOSZCZ6730;BYDGOSZCZ;LUBELSKA;6†730
BRODNICA6731;BRODNICA;PRZYKOP;6†731
DOBRZEJEWICE6732;DOBRZEJEWICE;OGRODOWA;6†732
OPOLE6733;OPOLE;KATOWICKA;6†733
LIBO—6734;LIBO—;CHUDZIECKIEGO;6†734
CZ£UCH”W6735;CZ£UCH”W;MIROGNIEW;6†735
BYT”W6736;BYT”W;SIKORSKIEGO;6†736
WYRZYSK6737;WYRZYSK;KOSZTOWO;6†737
TCZEW6738;TCZEW;ROKICKA;6†738
NAK£O6739;NAK£O;RYNEK;6†739
PI£A6740;PI£A;AL.POZNA—SKA;6†740
ZAMOå∆6741;ZAMOå∆;M£ODZIEØOWA;6†741
GLEWO MOKRE6742;GLEWO MOKRE;12;6†742
BYDGOSZCZ6743;BYDGOSZCZ;SZAJNOCHY 14;6†743
OTREBUSY6744;OTREBUSY;NADARZY—SKA;6†744
BYDGOSZCZ6745;BYDGOSZCZ;CMENTARNA;6†745
BIA£E B£OTA6746;BIA£E B£OTA;KRUSZY—SKA;6†746
KRAK”W6747;KRAK”W;BRZESKA;6†747
W£OC£AWEK6748;W£OC£AWEK;PTASIA;6†748
BYDGOSZCZ6749;BYDGOSZCZ;JAGIELO—SKA;6†749
WYSOKA KAMIE—SKA6750;WYSOKA KAMIE—SKA;POMORSKA;6†750
DASZYNA-£ CZYCA6751;DASZYNA-£ CZYCA;KR ØELEWICE;6†751
SZPIEGOWO-W£OC£AWEK6752;SZPIEGOWO-W£OC£AWEK;GLEWO MOKRE;6†752
ØABNO K. MOGILNA6753;ØABNO K. MOGILNA;;6†753
WI CBORK6754;WI CBORK;GDA—SKA;6†754
SADKI6755;SADKI;BOHATER”W;6†755
CHE£MNO6756;CHE£MNO;22 STYCZNIA;6†756
BOLECHOWO6757;BOLECHOWO;OBORNICKA;6†757
KO£CZYG£OWY6758;KO£CZYG£OWY;S£UPSKA;6†758
W•BRZEèNO6759;W•BRZEèNO;1 MAJA;6†759
KOSCIERZYNA6760;KOSCIERZYNA;NORWIDA 6/B/6;6†760
KOZIELICE-PYRZYCE6761;KOZIELICE-PYRZYCE;SIEMCZYN;6†761
6762;;;6†762
£OBØENICA6763;£OBØENICA;OSADA;6†763
SZCZECIN6764;SZCZECIN;PRZYSZ£OåCI;6†764
BYTOM6765;BYTOM;SIEMIANOWICKA;6†765
GORZ”W WIELKOPOLSKI6766;GORZ”W WIELKOPOLSKI;WALCZAKA;6†766
ROGALIN6767;ROGALIN;3;6†767
SZCZECIN6768;SZCZECIN;CZORSZRT—SKA;6†768
SZCZECIN6769;SZCZECIN;ZAMOYSKIEGO;6†769
GDA—SK6770;GDA—SK;OK”LNA;6†770
ELBL•G6771;ELBL•G;NOWODWORSKA;6†771
ELBL•G6772;ELBL•G;GRUNWALDZKA;6†772
WA£CZ6773;WA£CZ;CIASNA;6†773
KAR£OWICE WIELKIE6653;KAR£OWICE WIELKIE;;6†653
BYDGOSZCZ6654;BYDGOSZCZ;ØEGLARSKA;6†654
TORU—6655;TORU—;WARY—SKIEGO;6†655
MINIKOWO6656;MINIKOWO;SANDOMIERSKA;6†656
BYDGOSZCZ6657;BYDGOSZCZ;LUDWIKOWO;6†657
BOTANICZNA6658;BOTANICZNA;39;6†658
SZUBIN6659;SZUBIN;DWORCOWA;6†659
KONIN6660;KONIN;BOSMA—SKA;6†660
ØNIN6661;ØNIN;JANICKIEGO;6†661
TORU—6662;TORU—;S£ONECZNA;6†662
PRZ•SOCIN KIER. SZCZECIN6663;PRZ•SOCIN KIER. SZCZECIN;POLNA;6†663
PE£CZYCE6664;PE£CZYCE;JAROS£AWKO;6†664
BYDGOSZCZ6665;BYDGOSZCZ;KAMPINOWA;6†665
PRZEèMIEROWO6666;PRZEèMIEROWO;SK”RZEWSKA;6†666
BOLES£AWICE6667;BOLES£AWICE;S£UPSKA;6†667
BYDGOSZCZ6668;BYDGOSZCZ;CZERKASKA;6†668
BYDGOSZCZ6669;BYDGOSZCZ;CICHA;6†669
MIEL CIN-PYRZYCE6670;MIEL CIN-PYRZYCE;KRZEMLIN;6†670
KO£YBKI6671;KO£YBKI;;6†671
MORSK6672;MORSK;;6†672
WRZEåNIA6673;WRZEåNIA;POWSTA—C”W WIELKOPOLSKICH;6†673
NNOWOGARD6674;NNOWOGARD;KOLONIA KOåCIUSZKI;6†674
WA£CZ6675;WA£CZ;DOLNE MIASTO;6†675
MA£OCIN6676;MA£OCIN;;6†676
MOGILNO6677;MOGILNO;900-LECIA;6†677
LUBO—8217;LUBO—;SOLSKIEGO;8†217
STARGARD SZCZECI—SKI6678;STARGARD SZCZECI—SKI;PIERWSZEJ BRYGADY;6†678
D BOWA £•KA-W•BRZEèNO6679;D BOWA £•KA-W•BRZEèNO;KURKOCIN;6†679
£YSOMICE6680;£YSOMICE;OSTASZEWO;6†680
BYDGOSZCZ7020;BYDGOSZCZ;POWSTA—C”W WARSZAWY;7†020
BYDGOSZCZ6681;BYDGOSZCZ;FORDO—SKA;6†681
OLSZTYN6682;OLSZTYN;ARTYLERYJSKA;6†682
ZAWIERCIE6683;ZAWIERCIE;TOWAROWA;6†683
NAK£O NAD NOTECI•6684;NAK£O NAD NOTECI•;PARKOWA;6†684
GNIEWKOWO6685;GNIEWKOWO;WIERZCHOS£AWICE;6†685
WARSZAWA6686;WARSZAWA;PU£AWSKA;6†686
NAK£O6774;NAK£O;PIOTRA SKARGI;6†774
S P”LNO KRAJE—SKIE6775;S P”LNO KRAJE—SKIE;WOJSKA POLSKIEGO;6†775
SZCZECIN6776;SZCZECIN;WOJSKA POLSKIEGO;6†776
MIECHUCINO-KARTUZY6777;MIECHUCINO-KARTUZY;SZKLANA;6†777
SWARZ DZ6778;SWARZ DZ;CEGIELSKIEGO;6†778
TORU—6779;TORU—;MOHNA;6†779
GDA—SK6780;GDA—SK;BUDOWLANYCH;6†780
WARSZAWA7981;WARSZAWA;WA£ ZA£ADOWSKI;7†981
BYDGOSZCZ6781;BYDGOSZCZ;GRUNWALDZKA;6†781
BYDGOSZCZ6782;BYDGOSZCZ;FORDO—SKA;6†782
NAMYS£OW6783;NAMYS£OW;PLAC POWSTA—C”W åL•SKICH;6†783
BYDGOSZCZ6784;BYDGOSZCZ;PI KNA;6†784
CZAPLINEK6785;CZAPLINEK;P£AWIE—SKA;6†785
KWAKOWO-S£UPSK6786;KWAKOWO-S£UPSK;S£UPSKA;6†786
RUMIA6787;RUMIA;SOBIESKIEGO;6†787
SZCZECIN6788;SZCZECIN;£UBINOWA;6†788
CHE£MNO6789;CHE£MNO;OSNOWSKA;6†789
BYDGOSZCZ6790;BYDGOSZCZ;PRZEMYS£OWA;6†790
BYDGOSZCZ6791;BYDGOSZCZ;PLAC PIASTOWSKI;6†791
GORZ”W WLKP.6792;GORZ”W WLKP.;TKACKA;6†792
GO£A—CZ6793;GO£A—CZ;POWSTA—C”W WIELKOPOLSKICH;6†793
WARSZAWA6794;WARSZAWA;SENATORSKA;6†794
BYDGOSZCZ6795;BYDGOSZCZ;O£OWIANA;6†795
NAK£O NAD NOTECI•6796;NAK£O NAD NOTECI•;M£Y—SKa;6†796
ROGOèNO6797;ROGOèNO;R”ØANA;6†797
ROG”WKO KIR. GNIEZNO6798;ROG”WKO KIR. GNIEZNO;;6†798
BRODNICA6799;BRODNICA;PODG”RNA;6†799
GNIEZNO6800;GNIEZNO;KUJAWSKA;6†800
GNIEZNO6801;GNIEZNO;WRZESI—SKA;6†801
BYDGOSZCZ6802;BYDGOSZCZ;KOTOMIERSKA;6†802
BYDGOSZCZ6803;BYDGOSZCZ;RYNEK;6†803
BYDGOSZCZ6804;BYDGOSZCZ;ØEGLARSKA;6†804
MARUSZA6805;MARUSZA;;6†805
TCZEW6807;TCZEW;JAGIELLO—SKA;6†807
RUSOCIN6808;RUSOCIN;M.Rataja;6†808
BYDGOSZCZ6809;BYDGOSZCZ;PRZEMYS£OWA;6†809
KORONOWO6810;KORONOWO;Stopka 7;6†810
BYDGOSZCZ6811;BYDGOSZCZ;Irysowa;6†811
KROBIA6812;KROBIA;;6†812
WARSZAWA6813;WARSZAWA;JANA PAW£A II;6†813
GOSCIECINO6814;GOSCIECINO;GWIEZDNA;6†814
NAK£O NAD NOTECI•6815;NAK£O NAD NOTECI•;KAZIMIERZA WIELKIEGO;6†815
DASZEWICE6816;DASZEWICE;PIOTROWSKA;6†816
CHOJNA6817;CHOJNA;TRAKT PYRZYCKI;6†817
CEDYNIA / STARA RUDNICA6818;CEDYNIA / STARA RUDNICA;STARA RUDNICA;6†818
CEDYNIA6819;CEDYNIA;BIELINEK;6†819
STRZELCE OPOLSKIE6820;STRZELCE OPOLSKIE;LEåNA;6†820
WARSZAWA6821;WARSZAWA;KOSZYKOWA;6†821
ØNIN6822;ØNIN;ARMII KRAJOWEJ;6†822
ØNIN6823;ØNIN;ARMII KRAJOWEJ;6†823
6824;;;6†824
BYDGOSZCZ6825;BYDGOSZCZ;;6†825
BYDGOSZCZ6826;BYDGOSZCZ;£UCKA;6†826
K£ODAWA-CHOJNICE5362;K£ODAWA-CHOJNICE;KIERUNEK CHOJNICE;5†362
POZNA—-LUBO—5363;POZNA—-LUBO—;ARMII POZNA—;5†363
BRODNICA5364;BRODNICA;KOCHANOWSKIEGO;5†364
ALEKSANDR”W £”DZKI5365;ALEKSANDR”W £”DZKI;17-GO STYCZNIA;5†365
OBORNIKI WIELKOPOLSKIE5366;OBORNIKI WIELKOPOLSKIE;PRZEMYS£OWA;5†366
SZCZECIN5367;SZCZECIN;£UKASI—SKIEGO;5†367
KOLINCZ5369;KOLINCZ;LEåNA;5†369
LIPNO5370;LIPNO;SP”£DZIELCZA;5†370
SOLEC KUJAWSKI5371;SOLEC KUJAWSKI;LEåNA;5†371
OSIELSKO5372;OSIELSKO;KOåCIUSZKI;5†372
NIEMCZ5373;NIEMCZ;KOSCIUSZKI;5†373
GDYNIA5374;GDYNIA;UNRUGA;5†374
ALTENBERG5375;ALTENBERG;BRUCKBACHWEG;5†375
SOLEC KUJAWSKI5376;SOLEC KUJAWSKI;LIPOWA;5†376
BYDGOSZCZ5377;BYDGOSZCZ;PRZEMYS£OWA;5†377
BYDGOSZCZ5378;BYDGOSZCZ;JANA PAW£A II;5†378
CHOJN”W5379;CHOJN”W;KILI—SKIEGO;5†379
SUCHORZE5380;SUCHORZE;ZIELI—;5†380
BYT”W5381;BYT”W;ZAK£ADOWA;5†381
Z£OT”W5385;Z£OT”W;PIASKOWA;5†385
KONIN5386;KONIN;KILI—SKIEGO;5†386
POZNA—5387;POZNA—;GRUNWALDZKA;5†387
Z£OT”W5480;Z£OT”W;åWI TA;5†480
WOLA KRZYSZTOPORSKA5481;WOLA KRZYSZTOPORSKA;PIASKI;5†481
TUREK5482;TUREK;DZIA£KOWA;5†482
KONIN5483;KONIN;SP”£DZIELC”W;5†483
PABIANICE5484;PABIANICE;PARTYZANCKA;5†484
POZNA—5485;POZNA—;DARNIOWA;5†485
TUREK5486;TUREK;KOLSKA SZOSA;5†486
KO£ACZKOWO5487;KO£ACZKOWO;ZIELENIEC;5†487
STRZELNO5488;STRZELNO;CIENCISKO;5†488
CZ£OPA5489;CZ£OPA;MICKIEWICZA;5†489
KONIN-S£AWSK7628;KONIN-S£AWSK;KONI—SKA;7†628
WA£CZ5490;WA£CZ;KO£OBRZESKA;5†490
SZUBIN5491;SZUBIN;S DZIWOJA PA£UKI;5†491
GRUDZI•DZ5492;GRUDZI•DZ;FOCHA;5†492
SZCZECIN5493;SZCZECIN;CHOPINA;5†493
SZCZECINEK7198;SZCZECINEK;WARY—SKIEGO;7†198
SZCZECIN5494;SZCZECIN;BIA£OWIESKA;5†494
KO£OBRZEG5495;KO£OBRZEG;MATEJKI;5†495
CHODZIEØ5496;CHODZIEØ;OFIAR G”R MORZEWSKICH;5†496
S£UPSK5498;S£UPSK;AL.3 MAJA;5†498
GDA—SK-LETNICA5499;GDA—SK-LETNICA;SUCHA;5†499
GOLUB-DOBRZY—5500;GOLUB-DOBRZY—;DZIEWANOWSKIEGO;5†500
W•GROWIEC5501;W•GROWIEC;GNIEèNIE—SKA;5†501
GLISZCZ 355502;GLISZCZ 35;;5†502
S£UPSK5503;S£UPSK;W£YNK”WKO;5†503
S£UPSK5504;S£UPSK;SZCZECI—SKA;5†504
BIELICE5505;BIELICE;SPOKOJNA;5†505
GDYNIA5506;GDYNIA;HUTNICZA;5†506
TARNOWSKIE G”RY5507;TARNOWSKIE G”RY;NAKIELSKA;5†507
STRZELCE KRAJA—SKIE7199;STRZELCE KRAJA—SKIE;PO£UDNIOWA;7†199
NYSA5508;NYSA;BALIGRODZKA;5†508
INOWROC£AW8060;INOWROC£AW;SZOSA BYDGOSKA;8†060
TUREK5509;TUREK;CHOPINA;5†509
KAMIE— KRAJE—SKI5510;KAMIE— KRAJE—SKI;MA£A CEREKWICA;5†510
CZ£UCH”W5511;CZ£UCH”W;TRAUGUTTA;5†511
PSZCZ”£KI5512;PSZCZ”£KI;TOPOLOWA;5†512
P£OCK5514;P£OCK;OTOLI—SKA;5†514
S£UPSK5515;S£UPSK;W£YNK”WKO;5†515
CZ£OPA5516;CZ£OPA;MICKIEWICZA;5†516
TORU—5517;TORU—;GEN.BEMA;5†517
TORU—5518;TORU—;POZNA—SKA;5†518
CEKCYN5519;CEKCYN;G£”WNA;5†519
BYDGOSZCZ5520;BYDGOSZCZ;Rynkowska;5†520
K SOWO-TUCHOLA5521;K SOWO-TUCHOLA;SP”£DZIELCZA;5†521
KO£O5522;KO£O;TORU—SKA;5†522
SZPETAL G”RNY5523;SZPETAL G”RNY;WIåLANA;5†523
INOWROC£AW5524;INOWROC£AW;PAKOSKA;5†524
KALISZ5525;KALISZ;CZ STOCHOWSKA;5†525
KALISZ5526;KALISZ;WROC£AWSKA;5†526
RYBNO-DZIA£DOWO7358;RYBNO-DZIA£DOWO;RZEMIEåLNICZA;7†358
KAMIENICA KR”LEWSKA5527;KAMIENICA KR”LEWSKA;KR”LEWSKA;5†527
KALISZ5528;KALISZ;POZNA—SKA;5†528
RZG”W5529;RZG”W;KATOWICKA;5†529
åWINOUJåCIE5530;åWINOUJåCIE;RYCERSKA;5†530
KOSZALIN5531;KOSZALIN;PI£SUDSKIEGO;5†531
£EBCZ-PUCK5532;£EBCZ-PUCK;HETMA—SKA;5†532
GDA—SK5533;GDA—SK;GRUNWALDZKA;5†533
GDA—SK5534;GDA—SK;OK”LNA;5†534
GDYNIA5535;GDYNIA;ØWIROWA;5†535
JELENIA G”RA5536;JELENIA G”RA;GODUSZY—SKA;5†536
PRUSZCZ5537;PRUSZCZ;DWORCOWA;5†537
KO£O5538;KO£O;BORKI;5†538
NOWA WIEå WIELKA5333;NOWA WIEå WIELKA;PRZEMYS£OWA;5†333
GO£USZYCE-åWIECIE6976;GO£USZYCE-åWIECIE;;6†976
RESKO6980;RESKO;BROWARNA;6†980
DARØ-STAROGARD SZCZECINSKI6981;DARØ-STAROGARD SZCZECINSKI;;6†981
WEGORZYN6982;WEGORZYN;;6†982
MASZEWO-STAROGARD SZCZECISKI6983;MASZEWO-STAROGARD SZCZECISKI;JEDNOåCI NARODOWEJ;6†983
WIDUCHOWA6984;WIDUCHOWA;;6†984
SZCZECIN6987;SZCZECIN;KLEMENSIEWICZA;6†987
L DYCZEK6988;L DYCZEK;20 LUTEGO;6†988
SUSK NOWY6989;SUSK NOWY;;6†989
BYDGOSZCZ6996;BYDGOSZCZ;SMOLE—SKA;6†996
SZCZECIN6997;SZCZECIN;GRUDZI•DZKA;6†997
RADOMSKO5892;RADOMSKO;KRASI—SKIEGO;5†892
PIAST”W5891;PIAST”W;WARSZAWSKA;5†891
CHOJNICE5893;CHOJNICE;ZAK£ADOWA;5†893
£”Dè5894;£”Dè;GORKIEGO;5†894
CHODECZ5895;CHODECZ;LIPOWA;5†895
GDYNIA5896;GDYNIA;RDESTOWA;5†896
GDYNIA5897;GDYNIA;KWADRATOWA;5†897
L BORK5898;L BORK;PIONIER”W;5†898
W•BRZEèNO5899;W•BRZEèNO;KATARZYNKI;5†899
BIA£YSTOK5900;BIA£YSTOK;Z£OTORIA 224;5†900
BIA£YSTOK5901;BIA£YSTOK;WYSOCKIEGO;5†901
£OWICZ5902;£OWICZ;MA£SZYCE;5†902
BYDGOSZCZ5904;BYDGOSZCZ;FOCHA;5†904
£ANI TA5905;£ANI TA;£ANI TA;5†905
GNIEZNO5906;GNIEZNO;KONIKOWO;5†906
GNIEZNO5907;GNIEZNO;PARKOWA;5†907
GDYNIA5908;GDYNIA;POZNA—SKA;5†908
KWIDZYN5909;KWIDZYN;SPORTOWA;5†909
BYDGOSZCZ5910;BYDGOSZCZ;LUDWIKOWO;5†910
KOBYLNICA5911;KOBYLNICA;GNIEèNIE—SKA;5†911
KOSZALIN5912;KOSZALIN;BOWID;5†912
MOGILNO5913;MOGILNO;KOåCIUSZKI;5†913
BYDGOSZCZ5914;BYDGOSZCZ;ØEGLARSKA;5†914
BIELSKO5915;BIELSKO;;5†915
DOBRE5916;DOBRE;MICKIEWICZA;5†916
KUTNO5917;KUTNO;ZAMOJSKIEGO;5†917
STEBL”W5918;STEBL”W;PRUDNICKA;5†918
SZYMISZ”W5919;SZYMISZ”W;LIGONIA;5†919
PAKOå∆5920;PAKOå∆;JANKOWO;5†920
BYDGOSZCZ5921;BYDGOSZCZ;DESZCZOWA;5†921
£”Dè5922;£”Dè;WIDZEWSKA;5†922
CHOJNICE5923;CHOJNICE;CEYNOWY;5†923
CZARNK”W5924;CZARNK”W;J DRZEJEWO;5†924
GDA—SK5925;GDA—SK;LITEWSKA;5†925
£”Dè5926;£”Dè;MORGOWA;5†926
CZARNE5927;CZARNE;;5†927
JANIKOWO5928;JANIKOWO;PRZEMYS£OWA;5†928
GRUDZI•DZ5929;GRUDZI•DZ;GEN.J.KUSTRONIA;5†929
KOCZA£A-MIASTKO5930;KOCZA£A-MIASTKO;BIELSKO;5†930
BYDGOSZCZ5931;BYDGOSZCZ;TORU—SKA;5†931
SIERAK”W5932;SIERAK”W;GROBIA;5†932
KOSZALIN5933;KOSZALIN;FRANCISZKA—SKA;5†933
BYDGOSZCZ5934;BYDGOSZCZ;FORDO—SKA;5†934
£UBIANA-KOåCIERZYNA5935;£UBIANA-KOåCIERZYNA;MIODOWA;5†935
BYDGOSZCZ5936;BYDGOSZCZ;FABRYCZNA;5†936
KWIDZY—5937;KWIDZY—;WSCHODNIA;5†937
D BICA K. TARNOWA5938;D BICA K. TARNOWA;1 MAJA;5†938
CHORULA5940;CHORULA;1-GO MAJA;5†940
BYDGOSZCZ5941;BYDGOSZCZ;FORDO—SKA;5†941
ZEGRZE P£D.5942;ZEGRZE P£D.;WARSZAWSKA;5†942
BYDGOSZCZ5943;BYDGOSZCZ;KOåCIUSZKI;5†943
PRABUTY5944;PRABUTY;MALBORSKA;5†944
INOWROC£AW5945;INOWROC£AW;BUDOWLANA;5†945
TORU—5946;TORU—;STAROTORU—SKA;5†946
JARCEWO-CHARZYHOWY5948;JARCEWO-CHARZYHOWY;;5†948
BYDGOSZCZ5949;BYDGOSZCZ;NAKIELSKA;5†949
BYDGOSZCZ5950;BYDGOSZCZ;GLINKI;5†950
BYDGOSZCZ5951;BYDGOSZCZ;BYDGOSKA;5†951
R•BCZYN-W•GROWIEC5952;R•BCZYN-W•GROWIEC;36;5†952
KONIN5953;KONIN;MARANTOWSKA;5†953
TORU—5954;TORU—;BUKOWA;5†954
GDA—SK5955;GDA—SK;SIENKIEWICZA;5†955
GOGOLINEK-WTELNO-TRYSZCZYN6119;GOGOLINEK-WTELNO-TRYSZCZYN;;6†119
åWIECIE6120;åWIECIE;PRZEMYS£WA;6†120
POZNA—6121;POZNA—;ROMANA;6†121
CHOJNICE6122;CHOJNICE;AL.BRZOZOWA;6†122
£”Dè6123;£”Dè;WIGURY;6†123
SOKO£”W PODLASKI6125;SOKO£”W PODLASKI;ALEJA 550-LECIA;6†125
OSIELSKO6126;OSIELSKO;S£ONECZNA;6†126
LUBO—6127;LUBO—;KR TA;6†127
SASINOWO-POZNA—6128;SASINOWO-POZNA—;POZNA—SKA;6†128
WARSZAWA6130;WARSZAWA;SPRZECZNA;6†130
BYDGOSZCZ6131;BYDGOSZCZ;KoszaliÒska;6†131
BYT”W6132;BYT”W;PRZEMYS£OWA;6†132
KOSZALIN6133;KOSZALIN;PO£CZY—SKA;6†133
POZNA—6134;POZNA—;GdyÒska;6†134
SOLEC KUJAWSKI6135;SOLEC KUJAWSKI;LIPOWA;6†135
PI£A6136;PI£A;O.M.KOLBE;6†136
WA£CZ6137;WA£CZ;PADEREWSKIEGO;6†137
STUDèCE6321;STUDèCE;;6†321
KOSZALIN 75-1256952;KOSZALIN 75-125;MI£A;6†952
KRETOMINO-KOSZALIN6953;KRETOMINO-KOSZALIN;KRETOMI—SKA;6†953
P£O—SK6954;P£O—SK;S£ONECZNA;6†954
OSIELSKO6955;OSIELSKO;S£ONECZNA;6†955
GOSTYNIN6956;GOSTYNIN;LEåNA;6†956
BYDGOSZCZ6957;BYDGOSZCZ;CZ£UCHOWSKA;6†957
SZCZECIN6958;SZCZECIN;ENERGETYK”W;6†958
£OBEZ6959;£OBEZ;STRZMIELE;6†959
GRYFINO6960;GRYFINO;JASIEL;6†960
POZNA—6961;POZNA—;B£AØEJA;6†961
S P”LNO KRAJE—SKIE6964;S P”LNO KRAJE—SKIE;NA£KOWSKIEJ;6†964
TORU—6965;TORU—;GRUDZIADZKA;6†965
BIA£E6966;BIA£E;;6†966
£OBEZ6967;£OBEZ;BOCZNA;6†967
STAROGARD £OBEZKI6968;STAROGARD £OBEZKI;;6†968
£OBEZ6969;£OBEZ;PRZEMYS£OWA;6†969
åWIDWIN6970;åWIDWIN;MICKIEWICZA;6†970
PO£CZYN ZDR”J6971;PO£CZYN ZDR”J;RZEMIEåLNICZA;6†971
